,Unnamed: 0,Reference,Year,Compartment,Sample size,Country,Continent,Additive,Additive Abbrev,CAS Number,Additive function,Chemical class,Taxon,Species name,Biota Tissue,Stats,Concentration orig,Units,Polymer Composition,Factor conversion,Concentration in ug/g (ug/L for liquid),Concentration(ug/g),Common Additives,ConcentrationLog,Polymer Types,Polymers Number,Key Polymer,Bioacumulation factor
769,1111,Gu et al 2016,2013,Biota,1,China,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Fish,Silver pomfret,muscle,mean,39.45,ng/g ww,,1000.0,0.03945000000000001,0.03945000000000001,,-3.232721231690254,,,,
770,1112,Gu et al 2016,2013,Biota,1,China,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Fish,Spiny red gurnard,muscle,mean,100.86,ng/g ww,,1000.0,0.10086,0.10086,,-2.294021862333558,,,,
771,1116,Gu et al 2016,2013,Biota,1,China,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Fish,Yellow goosefish,muscle,mean,53.58,ng/g ww,,1000.0,0.05358,0.05358,,-2.926579414865675,,,,
772,1118,Cheng et al 2006,2003,Biota,21,"Tai-shi, Taiwan",Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Bivalve,Oyster,soft tissue,mean,150.0,ng/g,,1000.0,0.15,0.15,,-1.897119984885881,,,,0.644468313641246
773,1119,Cheng et al 2006,2003,Biota,44,"Tai-shi, Taiwan",Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Bivalve,Oyster,soft tissue,mean,230.0,ng/g,,1000.0,0.23,0.23,,-1.469675970058942,,,,0.988184747583244
774,1120,Cheng et al 2006,2003,Biota,7,"Chi-ku, Taiwan",Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Bivalve,Oyster,soft tissue,mean,92.0,ng/g,,1000.0,0.092,0.092,,-2.385966701933097,,,,0.39527389903329757
775,1121,Cheng et al 2006,2003,Biota,20,"Chi-ku, Taiwan",Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Bivalve,Oyster,soft tissue,mean,290.0,ng/g,,1000.0,0.29,0.29,,-1.237874356001617,,,,1.2459720730397423
776,1122,Cheng et al 2006,2003,Biota,50,"Tai-shi, Taiwan",Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Invertebrate,Snails,soft tissue,mean,380.0,ng/g,,1000.0,0.38,0.38,,-0.9675840262617056,,,,1.63265306122449
777,1123,Cheng et al 2006,2003,Biota,59,"Tai-shi, Taiwan",Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Invertebrate,Snails,soft tissue,mean,170.0,ng/g,,1000.0,0.17,0.17,,-1.771956841931875,,,,0.7303974221267456
778,1124,Cheng et al 2006,2003,Biota,39,"Chi-ku, Taiwan",Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Invertebrate,Snails,soft tissue,mean,400.0,ng/g,,1000.0,0.4,0.4,,-0.916290731874155,,,,1.7185821697099897
779,1125,Cheng et al 2006,2003,Biota,84,"Chi-ku, Taiwan",Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Invertebrate,Snails,soft tissue,mean,150.0,ng/g,,1000.0,0.15,0.15,,-1.897119984885881,,,,0.644468313641246
780,1126,Cheng et al 2006,2003,Sediment,3,Taiwan,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,49.0,ng/g dw,,1000.0,0.049,0.049,,-3.01593498087151,,,,
781,1127,Cheng et al 2006,2003,Sediment,3,Taiwan,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,27.0,ng/g dw,,1000.0,0.027,0.027,,-3.611918412977808,,,,
782,1128,Cheng et al 2006,2003,Seawater,3,Taiwan,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,61.0,ng/l,,1000.0,0.061,0.061,,-2.796881414808826,,,,
783,1129,Cheng et al 2006,2003,Seawater,3,Taiwan,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,66.0,ng/l,,1000.0,0.066,0.066,,-2.718100536955712,,,,
784,1130,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Crustacean,Prawn,muscle tissue,mean,20.4,ng/g ww,,1000.0,0.0204,0.0204,,-3.892220378131967,,,,
785,1131,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Crustacean,Crab,muscle tissue,mean,20.2,ng/g ww,,1000.0,0.0202,0.0202,,-3.902072674574978,,,,
786,1132,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,bivalve,Blood cockle,whole tisue,mean,6.7,ng/g ww,,1000.0,0.0067,0.0067,,-5.005647752585217,,,,
787,1133,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,bivalve,White Clam,whole tisue,mean,44.9,ng/g ww,,1000.0,0.0449,0.0449,,-3.103317484233929,,,,
788,1134,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Cephalopod,Squid,muscle tissue,mean,10.2,ng/g ww,,1000.0,0.0102,0.0102,,-4.585367558691912,,,,
789,1135,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,Fish,Northern mackerel scad,muscle tissue,mean,31.4,ng/g ww,,1000.0,0.0314,0.0314,,-3.46094738606793,,,,
790,1136,de los Rios et al 2012,2007,Sediment,3,Spain,Europe,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,0.013,ug/g,,1.0,0.013,0.013,,-4.342805921520601,,,,
791,1137,de los Rios et al 2012,2007,Sediment,3,Spain,Europe,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,0.011,ug/g,,1.0,0.011,0.011,,-4.509860006183766,,,,
792,1138,de los Rios et al 2012,2007,Seawater,3,Spain,Europe,tertiary octylphenol,4-t-OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,0.09,ug/L,,1.0,0.09,0.09,,-2.407945608651872,,,,
793,1139,Lye et al 1999,1997,Biota,11,Britain,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Fish,flounder,tissues,individual measurement,17.0,ng/g ww,,1000.0,0.017,0.017,,-4.074541934925921,,,,
794,1140,Staniszewska et al 2014,2011,Seawater,5,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,24.6,ng/L,,1000.0,0.0246,0.0246,,-3.70500883604382,,,,
795,1141,Staniszewska et al 2014,2011,Seawater,5,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,9.0,ng/L,,1000.0,0.009,0.009,,-4.710530701645918,,,,
796,1142,Staniszewska et al 2014,2011,Biota,5,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Plant,phytoplankton,whole,avg,38.0,ng/g dw,,1000.0,0.038,0.038,,-3.270169119255751,,,,3.8
797,1143,Staniszewska et al 2014,2011,Biota,5,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Plankton,zooplankton,whole,avg,6.4,ng/g dw,,1000.0,0.0064,0.0064,,-5.051457288616511,,,,0.64
798,1144,Staniszewska et al 2014,2011,Biota,10,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Bivalve,mussels,soft tissue,avg,1.8,ng/g dw,,1000.0,0.0018,0.0018,,-6.319968614080018,,,,0.18
799,1145,Staniszewska et al 2014,2008-2011,Biota,10,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Fish,herring,whole,avg,19.0,ng/g dw,,1000.0,0.019,0.019,,-3.963316299815697,,,,1.9
800,1147,Staniszewska et al 2014,2008-2011,Biota,1,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Fish,herring,liver,avg,1.1,ng/g dw,,1000.0,0.0011,0.0011,,-6.812445099177812,,,,0.11
801,1148,Staniszewska et al 2014,2008-2011,Biota,6,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Fish,cod,muscle,avg,3.0,ng/g dw,,1000.0,0.003,0.003,,-5.809142990314028,,,,0.3
802,1149,Staniszewska et al 2014,2008-2011,Biota,6,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Fish,cod,liver,avg,2.7,ng/g dw,,1000.0,0.0027,0.0027,,-5.914503505971854,,,,0.27
803,1150,Staniszewska et al 2014,2008-2011,Biota,6,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Fish,flounder,muscle,avg,10.2,ng/g dw,,1000.0,0.0102,0.0102,,-4.585367558691912,,,,1.02
804,1151,Staniszewska et al 2014,2008-2011,Biota,6,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Fish,flounder,liver,avg,16.1,ng/g dw,,1000.0,0.0161,0.0161,,-4.12893600699172,,,,1.6099999999999999
805,1152,Staniszewska et al 2014,2010-2011,Biota,10,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Seabird,European herring gulls,muscle,avg,5.3,ng/g dw,,1000.0,0.0053,0.0053,,-5.240048458424061,,,,0.53
806,1153,Staniszewska et al 2014,2010-2011,Biota,10,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Seabird,European herring gulls,liver,avg,11.7,ng/g dw,,1000.0,0.0117,0.0117,,-4.448166437178426,,,,1.17
807,1154,Staniszewska et al 2014,2010-2011,Biota,7,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Seabird,European herring gulls,guano,avg,4.6,ng/g dw,,1000.0,0.0046,0.0046,,-5.381698975487088,,,,0.45999999999999996
808,1156,Staniszewska et al 2014,2011,Biota,1,Poland,Europe,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,Seabird,Black-backed gull,liver,individual measurement,10.1,ng/g dw,,1000.0,0.0101,0.0101,,-4.595219855134923,,,,1.01
809,1157,Diao et al 2017,2015,Seawater,3,China,Asia,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,3.99,ng/L,,1000.0,0.00399,0.00399,,-5.523964048080365,,,,
810,1158,Diao et al 2017,2015,Seawater,3,China,Asia,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,1.56,ng/L,,1000.0,0.00156,0.00156,,-6.463069457720692,,,,
811,1159,Diao et al 2017,2015,Seawater,3,China,Asia,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,1.2,ng/L,,1000.0,0.0012,0.0012,,-6.725433722188183,,,,
812,1160,Diao et al 2017,2015,Seawater,3,China,Asia,tertiary octylphenol,OP,140-66-9,Plasticizer,Alkylphenol,,,,mean,2.07,ng/L,,1000.0,0.00207,0.00207,,-6.18020667170486,,,,
813,1165,Wang et al 2018a,2011-2016,Sediment,144,China,Asia,"3,5-Di-tert-butyl-4-hydroxybenzoic acid",BHT-COOH,1421-49-4,Antioxidant,"Antioxidant, other",,,,mean,5.38,ng/g dw,,1000.0,0.00538,0.00538,,-5.225066904808444,,,,
814,1166,Mizukawa et al 2009,2005,Sediment,1,Japan,Asia,PBDE 17,,147217-75-2,Flame retardant,BFR,,,,mean,3.93,pg/g dw,,1000000.0,3.93e-06,3.93e-06,,-12.4468711320831,,,,
815,1167,Liao et al 2013,"2008, 2011, 2012",Biota,23,"Albany, NY",North America,Bisphenol AF,BPAF,1478-61-1,Monomer/Oligomer,Bisphenol,Seafood,fish and seafood (freshwater and marine fish/shrimp/crab/clam),edible parts,mean,0.01,ng/g fw,,1000.0,1e-05,1e-05,,-11.51292546497023,,,,
816,1168,Liao et al 2014,2012,Biota,11,China,Asia,Bisphenol AF,BPAF,1478-61-1,Monomer/Oligomer,Bisphenol,Seafood,fish and seafood (fish/shrimp/squid),edible parts,mean,0.088,ng/g fw,,1000.0,8.8e-05,8.8e-05,,-9.338173743486069,,,,
817,1169,Yang et al 2014,Not Reported,Sediment,1,China,Asia,Bisphenol AF,BPAF,1478-61-1,Monomer/Oligomer,Bisphenol,,,,individual measurement,111.65,ng/g dw,,1000.0,0.11165,0.11165,,-2.19238630069597,,,,
818,1170,Yang et al 2014,Not Reported,Sediment,1,China,Asia,Bisphenol AF,BPAF,1478-61-1,Monomer/Oligomer,Bisphenol,,,,individual measurement,2009.8,ng/g dw,,1000.0,2.0098,2.0098,,0.6980352146327212,,,,
819,1171,Yang et al 2014,Not Reported,Sediment,1,China,Asia,Bisphenol AF,BPAF,1478-61-1,Monomer/Oligomer,Bisphenol,,,,individual measurement,708.81,ng/g dw,,1000.0,0.7088099999999999,0.7088099999999999,,-0.3441677714386434,,,,
820,1172,Yang et al 2014,Not Reported,Sediment,1,China,Asia,Bisphenol AF,BPAF,1478-61-1,Monomer/Oligomer,Bisphenol,,,,individual measurement,488.9,ng/g dw,,1000.0,0.4889,0.4889,,-0.7155973093975372,,,,
821,1173,Yang et al 2014,Not Reported,Sediment,1,China,Asia,Bisphenol AF,BPAF,1478-61-1,Monomer/Oligomer,Bisphenol,,,,individual measurement,0.18,ng/g dw,,1000.0,0.00018,0.00018,,-8.622553707074063,,,,
822,1174,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-pentylphenol,,14938-35-3,Plasticizer,Alkylphenol,Crustacean,Prawn,muscle tissue,mean,3.7,ng/g ww,,1000.0,0.0037,0.0037,,-5.599422459331958,,,,
823,1175,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-pentylphenol,,14938-35-3,Plasticizer,Alkylphenol,Crustacean,Crab,muscle tissue,mean,8.0,ng/g ww,,1000.0,0.008,0.008,,-4.828313737302302,,,,
824,1176,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-pentylphenol,,14938-35-3,Plasticizer,Alkylphenol,bivalve,Blood cockle,whole tisue,mean,6.3,ng/g ww,,1000.0,0.0063,0.0063,,-5.06720564558465,,,,
825,1177,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-pentylphenol,,14938-35-3,Plasticizer,Alkylphenol,bivalve,White Clam,whole tisue,mean,5.5,ng/g ww,,1000.0,0.0055,0.0055,,-5.203007186743712,,,,
826,1178,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-pentylphenol,,14938-35-3,Plasticizer,Alkylphenol,Cephalopod,Squid,muscle tissue,mean,5.7,ng/g ww,,1000.0,0.0057,0.0057,,-5.167289104141632,,,,
827,1179,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-pentylphenol,,14938-35-3,Plasticizer,Alkylphenol,Fish,Northern mackerel scad,muscle tissue,mean,5.4,ng/g ww,,1000.0,0.0054,0.0054,,-5.221356325411908,,,,
828,1180,Liao et al 2013,"2008, 2011, 2012",Biota,23,"Albany, NY",North America,Bisphenol AP,BPAP,1571-75-1,Monomer/Oligomer,Bisphenol,Seafood,fish and seafood (freshwater and marine fish/shrimp/crab/clam),edible parts,mean,0.007,ng/g fw,,1000.0,7e-06,7e-06,,-11.86960040890896,,,,
829,1181,Liao et al 2014,2012,Biota,11,China,Asia,Bisphenol AP,BPAP,1571-75-1,Monomer/Oligomer,Bisphenol,Seafood,fish and seafood (fish/shrimp/squid),edible parts,mean,0.006,ng/g fw,,1000.0,6e-06,6e-06,,-12.02375108873622,,,,
830,1182,Wang et al 2018a,2011-2016,Sediment,144,China,Asia,"3,5-Di-tert-butyl-4-hydroxybenzaldehyde",BHT-CHO,1620-98-0,Antioxidant,"Antioxidant, other",,,,mean,60.4,ng/g dw,,1000.0,0.0604,0.0604,,-2.806766174041368,,,,
831,1183,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-butylphenol,,1638-22-8,Plasticizer,Alkylphenol,Crustacean,Prawn,muscle,mean,4.5,ng/g ww,,1000.0,0.0045,0.0045,,-5.403677882205863,,,,
832,1184,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-butylphenol,,1638-22-8,Plasticizer,Alkylphenol,Crustacean,Crab,muscle,mean,20.0,ng/g ww,,1000.0,0.02,0.02,,-3.912023005428146,,,,
833,1185,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-butylphenol,,1638-22-8,Plasticizer,Alkylphenol,Bivalve,Blood cockle,soft tissue,mean,25.3,ng/g ww,,1000.0,0.0253,0.0253,,-3.676950883248662,,,,
834,1186,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-butylphenol,,1638-22-8,Plasticizer,Alkylphenol,Bivalve,White Clam,soft tissue,mean,23.7,ng/g ww,,1000.0,0.0237,0.0237,,-3.742280230841052,,,,
835,1187,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-butylphenol,,1638-22-8,Plasticizer,Alkylphenol,Cephalopod,Squid,muscle,mean,11.5,ng/g ww,,1000.0,0.0115,0.0115,,-4.465408243612933,,,,
836,1188,Basheer et al 2004,2000-2001,Biota,5,Singapore,Asia,4-n-butylphenol,,1638-22-8,Plasticizer,Alkylphenol,Fish,Northern mackerel scad,muscle,mean,19.3,ng/g ww,,1000.0,0.0193,0.0193,,-3.947650183071297,,,,
837,1189,Tian et al 2020,2015-2016,Sediment,10,Daebu Island,Asia,"2,4-diphenyl-1-butene",SD-2,16606-47-6,Monomer/Oligomer,Styrene Analogues,,,,mean,55.2,ng/g dm,,1000.0,0.05520000000000001,0.05520000000000001,,-2.896792325699087,,,,
838,1190,Lee et al 2020,2016,Sediment,50,Korea,Asia,"di-isononyl cyclohexane-1,2-dicarboxylate",DINCH,166412-78-8,Plasticizer,"Plasticizer, other",,,,mean,3.77,ng/g dw,,1000.0,0.00377,0.00377,,-5.580680277522218,,,,
839,1191,Kim et al 2020,2013,Sediment,40,Korea,Asia,"di-isononyl cyclohexane-1,2-dicarboxylate",DINCH,166412-78-8,Plasticizer,"Plasticizer, other",,,,mean,0.88,ng/g dw,,1000.0,0.00088,0.00088,,-7.035588650492022,,,,
840,1192,Kim et al 2021,2014,Sediment,27,Korea,Asia,"di-isononyl cyclohexane-1,2-dicarboxylate",DINCH,166412-78-8,Plasticizer,"Plasticizer, other",,,,mean,15.9,ng/g dw,,1000.0,0.0159,0.0159,,-4.141436169755951,,,,
841,1193,Hirai et al 2011,2007,Plastic,1,"Kugenuma beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,25.1,ng/g,"PE ,  PP",1000.0,0.0251,0.0251,octylphenol,-3.684887432844399,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
842,1194,Hirai et al 2011,2007,Plastic,1,"Kugenuma beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,49.2,ng/g,"PE ,  PP",1000.0,0.0492,0.0492,octylphenol,-3.011861655483874,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
843,1195,Hirai et al 2011,2007,Plastic,1,"Kugenuma beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.5,ng/g,"PE ,  PP",1000.0,0.0005,0.0005,octylphenol,-7.600902459542082,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
844,1197,Hirai et al 2011,2007,Plastic,1,"Kugenuma beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,1.8,ng/g,"PE ,  PP",1000.0,0.0018,0.0018,octylphenol,-6.319968614080018,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
845,1198,Hirai et al 2011,2007,Plastic,1,"Kugenuma beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,27.6,ng/g,"PE ,  PP",1000.0,0.0276,0.0276,octylphenol,-3.589939506259033,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
846,1199,Hirai et al 2011,2007,Plastic,1,"Kugenuma beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,8.0,ng/g,"PE ,  PP",1000.0,0.008,0.008,octylphenol,-4.828313737302302,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
847,1200,Hirai et al 2011,2007,Plastic,1,"Kugenuma beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.8,ng/g,"PE ,  PP",1000.0,0.0008,0.0008,octylphenol,-7.130898830296347,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
848,1202,Hirai et al 2011,2009,Plastic,1,"Odaiba beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,2.7,ng/g,"PE ,  PP",1000.0,0.0027,0.0027,octylphenol,-5.914503505971854,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
849,1203,Hirai et al 2011,2009,Plastic,1,"Odaiba beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,1.8,ng/g,"PE ,  PP",1000.0,0.0018,0.0018,octylphenol,-6.319968614080018,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
850,1204,Hirai et al 2011,2009,Plastic,1,"Odaiba beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,17.4,ng/g,"PE ,  PP",1000.0,0.0174,0.0174,octylphenol,-4.051285072761654,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
851,1205,Hirai et al 2011,2009,Plastic,1,"Odaiba beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.2,ng/g,"PE ,  PP",1000.0,0.0002,0.0002,octylphenol,-8.517193191416238,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
852,1206,Hirai et al 2011,2009,Plastic,1,"Odaiba beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.5,ng/g,"PE ,  PP",1000.0,0.0005,0.0005,octylphenol,-7.600902459542082,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
853,1207,Hirai et al 2011,2009,Plastic,1,"Odaiba beach, Japan",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,2.6,ng/g,"PE ,  PP",1000.0,0.0026,0.0026,octylphenol,-5.952243833954701,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
854,1208,Hirai et al 2011,2008,Plastic,1,"Seal beach, California, USA",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,16.8,ng/g,"PE ,  PP",1000.0,0.0168,0.0168,octylphenol,-4.086376392572924,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
855,1210,Hirai et al 2011,2008,Plastic,1,"Seal beach, California, USA",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.7,ng/g,"PE ,  PP",1000.0,0.0007,0.0007,octylphenol,-7.264430222920869,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
856,1211,Hirai et al 2011,2008,Plastic,1,"Seal beach, California, USA",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.1,ng/g,"PE ,  PP",1000.0,0.0001,0.0001,octylphenol,-9.210340371976182,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
857,1212,Hirai et al 2011,2008,Plastic,1,"Seal beach, California, USA",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,4.9,ng/g,"PE ,  PP",1000.0,0.004900000000000001,0.004900000000000001,octylphenol,-5.318520073865556,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
858,1213,Hirai et al 2011,2008,Plastic,1,"Thinh Long, Vietnam",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.8,ng/g,"PE ,  PP",1000.0,0.0008,0.0008,octylphenol,-7.130898830296347,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
859,1214,Hirai et al 2011,2008,Plastic,1,"Thinh Long, Vietnam",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,1.5,ng/g,"PE ,  PP",1000.0,0.0015,0.0015,octylphenol,-6.502290170873972,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
860,1215,Hirai et al 2011,2008,Plastic,1,"Thinh Long, Vietnam",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.9,ng/g,"PE ,  PP",1000.0,0.0009,0.0009,octylphenol,-7.013115794639964,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
861,1216,Hirai et al 2011,2008,Plastic,1,"Thinh Long, Vietnam",Asia,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,154.0,ng/g,"PE ,  PP",1000.0,0.154,0.154,octylphenol,-1.870802676568508,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
862,1218,Hirai et al 2011,2008,Plastic,1,"Marbella beach, Costa Rica",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,1.3,ng/g,"PE ,  PP",1000.0,0.0013,0.0013,octylphenol,-6.645391014514646,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
863,1219,Hirai et al 2011,2008,Plastic,1,"Marbella beach, Costa Rica",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,1.6,ng/g,"PE ,  PP",1000.0,0.0016,0.0016,octylphenol,-6.437751649736401,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
864,1221,Hirai et al 2011,2008,Plastic,1,"Marbella beach, Costa Rica",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,1.2,ng/g,"PE ,  PP",1000.0,0.0012,0.0012,octylphenol,-6.725433722188183,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
865,1222,Hirai et al 2011,2008,Plastic,1,"Marbella beach, Costa Rica",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,0.7,ng/g,"PE ,  PP",1000.0,0.0007,0.0007,octylphenol,-7.264430222920869,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
866,1223,Hirai et al 2011,2008,Plastic,1,"Marbella beach, Costa Rica",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,1.9,ng/g,"PE ,  PP",1000.0,0.0019,0.0019,octylphenol,-6.265901392809742,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
867,1224,Hirai et al 2011,2008,Plastic,1,"Marbella beach, Costa Rica",North America,octylphenol,OP,1806-26-4,Plasticizer,Alkylphenol,,,,individual measurement,14.4,ng/g,"PE ,  PP",1000.0,0.0144,0.0144,octylphenol,-4.240527072400182,"PP, PE",Few Polymers,"Contained in PE, Contained in PP",
